# source: file
# clip: 27122013_154548_cam.mp4
# measurement_mode: stepped
# frames_measured: 4895
# clip_duration_s: 163.167
# measured_fps: 30.00
# kss_before: skipped
# kss_after: skipped
timestampMs,faceDetected,fps,apertureMm,baselineMm,shutBaselineMm,blinkRatePerMin,lastBlinkDurationMs,lastBlinkAmplitudeMm,lastBlinkPeakVelocityMmPerS,perclos,longClosureCount,fixationCount,fixationMedianMs,fixating,onScreen
79000,true,30,2.2970106080540362,6.918468500782787,6.784745986983113,14,99.99999999998545,4.822291633025902,92.66491445133273,0.03399048266485384,0,24,300,false,true
80000,true,30,6.245016170476043,6.918468500782787,6.784745986983113,15,233.33333333332848,4.182998566261028,97.44520637032397,0.03397734843437708,0,25,266.6666666666715,false,true
81000,true,30,6.231894180285446,6.918468500782787,6.784745986983113,14,233.33333333332848,4.182998566261028,97.44520637032397,0.033311561071195296,0,25,300,true,true
82000,true,30,6.314447404670883,6.918468500782787,6.784745986983113,14,233.33333333332848,4.182998566261028,97.44520637032397,0.03267136450992953,0,25,233.33333333334303,true,true
83000,true,30,5.541353240713398,6.918468500782787,6.784745986983113,15,266.6666666666715,4.2660307388649485,86.71149728808241,0.0339409176618479,0,25,233.33333333334303,false,true
84000,true,30,5.943524177925466,6.918468500782787,6.784745986983113,15,266.6666666666715,4.2660307388649485,86.71149728808241,0.033312769895126465,0,27,266.66666666665697,true,true
85000,true,30,6.023574442499871,6.918468500782787,6.784745986983113,15,266.6666666666715,4.2660307388649485,86.71149728808241,0.03270745003028468,0,24,300,false,true
86000,true,30,6.334424083717781,6.918468500782787,6.784745986983113,14,266.6666666666715,4.2660307388649485,86.71149728808241,0.032123735871505056,0,24,300,true,true
87000,true,30,3.846106426233058,6.918468500782787,6.784745986983113,14,266.6666666666715,4.2660307388649485,86.71149728808241,0.031560490940970194,0,23,333.3333333333285,false,true
88000,true,30,6.922561312436927,6.918468500782787,6.784745986983113,14,266.6666666666715,4.2660307388649485,86.71149728808241,0.031016657093624354,0,24,266.66666666665697,true,true
89000,true,30,7.317644577326327,6.918468500782787,6.784745986983113,14,266.6666666666715,4.2660307388649485,86.71149728808241,0.030491247882552232,0,25,266.66666666665697,false,true
90000,true,30,7.604452968307292,6.918468500782787,6.784745986983113,14,266.6666666666715,4.2660307388649485,86.71149728808241,0.029983342587451417,0,24,266.66666666665697,false,true
91000,true,30,5.099912029057476,6.918468500782787,6.784745986983113,15,33.33333333332848,4.460788631096273,53.64730868488184,0.029983342587451417,0,25,266.66666666665697,true,true
92000,true,30,5.938544192353833,6.918468500782787,6.784745986983113,15,33.33333333332848,4.460788631096273,53.64730868488184,0.029983342587451417,0,26,200,false,true
93000,true,30,5.190665127301944,6.918468500782787,6.784745986983113,15,33.33333333332848,4.460788631096273,53.64730868488184,0.029983342587451417,0,26,200,true,true
94000,true,30,5.763987121295217,6.918468500782787,6.784745986983113,15,33.33333333332848,4.460788631096273,53.64730868488184,0.029983342587451417,0,24,233.33333333334303,true,true
95000,true,30,5.4045047247346165,6.918468500782787,6.784745986983113,15,33.33333333332848,4.460788631096273,53.64730868488184,0.029983342587451417,0,24,233.33333333334303,false,true
96000,true,30,6.085386386278245,6.918468500782787,6.784745986983113,14,33.33333333332848,4.460788631096273,53.64730868488184,0.028872848417545807,0,26,200,true,true
97000,true,30,5.653255858306418,6.918468500782787,6.784745986983113,14,33.33333333332848,4.460788631096273,53.64730868488184,0.028872848417545807,0,24,233.33333333334303,false,true
98000,true,30,6.075204668850425,6.918468500782787,6.784745986983113,14,33.33333333332848,4.460788631096273,53.64730868488184,0.028872848417545807,0,24,266.66666666668607,true,true
99000,true,30,6.375971737331955,6.918468500782787,6.784745986983113,15,133.33333333332848,4.152877882032017,83.22491944772293,0.029983342587451417,0,24,266.6666666666715,false,true
100000,true,30,5.747319896558718,6.918468500782787,6.784745986983113,15,133.33333333332848,4.152877882032017,83.22491944772293,0.029983342587451417,0,23,266.66666666668607,false,true
101000,true,30,5.8636236777308115,6.918468500782787,6.784745986983113,14,133.33333333332848,4.152877882032017,83.22491944772293,0.02387562465297057,0,24,266.6666666666715,true,true
102000,true,30,5.553836748331106,6.918468500782787,6.784745986983113,15,133.33333333332848,3.7876681200097524,100.08070482916898,0.024458032240133407,0,1,200,true,true
103000,true,30,5.794814336263287,6.918468500782787,6.784745986983113,15,133.33333333332848,3.7876681200097524,100.08070482916898,0.021836506159014557,0,1,233.33333333331393,false,true
104000,true,30,5.109807679614305,6.918468500782787,6.784745986983113,16,33.33333333332848,3.1204739830478934,79.67494681974976,0.02127659574468085,0,5,166.66666666665697,false,true
105000,true,30,4.875284736732475,6.918468500782787,6.784745986983113,16,33.33333333332848,3.1204739830478934,79.67494681974976,0.02127659574468085,0,7,166.66666666665697,true,true
106000,true,30,5.490291078083638,6.918468500782787,6.784745986983113,16,33.33333333332848,3.1204739830478934,79.67494681974976,0.02127659574468085,0,8,166.66666666665697,false,true
107000,true,30,5.900812225900733,6.918468500782787,6.784745986983113,16,33.33333333332848,3.1204739830478934,79.67494681974976,0.02127659574468085,0,10,233.33333333331393,true,true
108000,true,30,5.758104701069697,6.918468500782787,6.784745986983113,17,66.66666666667152,3.103614373146941,61.90606427913427,0.018477043673012318,0,13,200,false,true
109000,true,30,6.467487568723518,6.918468500782787,6.784745986983113,17,66.66666666667152,3.103614373146941,61.90606427913427,0.018477043673012318,0,16,199.99999999998545,false,true
110000,true,30,5.397944054377655,6.918468500782787,6.784745986983113,17,66.66666666667152,3.103614373146941,61.90606427913427,0.018477043673012318,0,19,233.33333333331393,true,true
111000,true,30,6.152767149541365,6.918468500782787,6.784745986983113,17,66.66666666667152,3.103614373146941,61.90606427913427,0.018477043673012318,0,23,200,true,true
112000,true,30,5.035216820258582,6.918468500782787,6.784745986983113,18,233.33333333334303,4.1800858423461635,102.12653305080835,0.021836506159014557,0,24,199.99999999998545,false,true
113000,true,30,6.244301539944988,6.918468500782787,6.784745986983113,17,233.33333333334303,4.1800858423461635,102.12653305080835,0.018477043673012318,0,25,200,true,true
114000,true,30,5.947345908230821,6.918468500782787,6.784745986983113,17,233.33333333334303,4.1800858423461635,102.12653305080835,0.018477043673012318,0,24,200,false,true
115000,true,30,4.852992000347512,6.918468500782787,6.784745986983113,17,233.33333333334303,4.1800858423461635,102.12653305080835,0.018477043673012318,0,26,200,true,true
116000,true,30,4.735791431173692,6.918468500782787,6.784745986983113,17,233.33333333334303,4.1800858423461635,102.12653305080835,0.018477043673012318,0,25,200,true,true
117000,true,30,4.768435166168401,6.918468500782787,6.784745986983113,16,233.33333333334303,4.1800858423461635,102.12653305080835,0.01791713325867861,0,23,200,true,true
118000,true,30,4.837963237156743,6.918468500782787,6.784745986983113,14,233.33333333334303,4.1800858423461635,102.12653305080835,0.016237402015677492,0,21,266.6666666666715,true,true
119000,true,30,5.053915419447665,6.918468500782787,6.784745986983113,14,233.33333333334303,4.1800858423461635,102.12653305080835,0.016237402015677492,0,19,333.3333333333285,true,true
120000,true,30,5.555973075824301,6.918468500782787,6.784745986983113,15,200,3.5330490165341524,64.73951548844028,0.018477043673012318,0,18,200,true,true
121000,true,30,5.226962156675057,6.918468500782787,6.784745986983113,15,200,3.5330490165341524,64.73951548844028,0.018477043673012318,0,16,333.33333333334303,true,true
122000,true,30,5.0791504210978875,6.918468500782787,6.784745986983113,14,200,3.5330490165341524,64.73951548844028,0.017357222844344905,0,15,466.6666666666715,true,true
123000,true,30,8.262234321138475,6.918468500782787,6.784745986983113,16,33.33333333332848,4.081160349963127,63.12861389830967,0.017357222844344905,0,14,466.6666666666715,false,true
124000,true,30,5.885964700682424,6.918468500782787,6.784745986983113,16,33.33333333332848,4.081160349963127,63.12861389830967,0.017357222844344905,0,13,633.333333333343,true,true
125000,true,30,1.166487041417563,6.918468500782787,6.784745986983113,15,33.33333333332848,4.081160349963127,63.12861389830967,0.020156774916013438,0,11,900.0000000000146,true,true
126000,true,30,5.794166641873218,6.918468500782787,6.784745986983113,16,333.3333333333285,3.2992242185514704,59.72900902440335,0.02631578947368421,0,14,333.33333333334303,false,true
127000,true,30,4.939957980220645,6.918468500782787,6.784745986983113,18,66.66666666667152,4.608974024272039,92.60226144482974,0.02631578947368421,0,15,233.33333333334303,false,true
128000,true,30,1.472706692048785,6.918468500782787,6.784745986983113,17,66.66666666667152,4.608974024272039,92.60226144482974,0.0341545352743561,0,18,166.66666666667152,true,true
129000,true,30,4.136686788917558,6.918468500782787,6.784745986983113,17,66.66666666667152,4.608974024272039,92.60226144482974,0.0341545352743561,0,20,166.66666666668607,true,true
130000,true,30,4.386144718540077,6.918468500782787,6.784745986983113,17,66.66666666667152,4.608974024272039,92.60226144482974,0.0341545352743561,0,19,199.99999999998545,true,true
131000,true,30,3.4777115317428926,6.918468500782787,6.784745986983113,17,66.66666666667152,4.608974024272039,92.60226144482974,0.03919372900335946,0,22,199.99999999998545,true,true
132000,true,30,3.0595587548981333,6.918468500782787,6.784745986983113,16,66.66666666667152,4.608974024272039,92.60226144482974,0.03807390817469205,0,23,200,true,true
133000,true,30,3.4696617294804417,6.918468500782787,6.784745986983113,16,66.66666666667152,4.608974024272039,92.60226144482974,0.03807390817469205,0,22,200,true,true
134000,true,30,1.356593026393367,6.918468500782787,6.784745986983113,16,66.66666666667152,4.608974024272039,92.60226144482974,0.03919372900335946,0,22,200.00000000001455,false,true
135000,true,30,4.077744192105333,6.918468500782787,6.784745986983113,17,266.66666666665697,2.2896426192056616,52.31789956981642,0.04143337066069429,0,24,200,true,true
136000,true,30,3.046714541317634,6.918468500782787,6.784745986983113,17,266.66666666665697,2.2896426192056616,52.31789956981642,0.04143337066069429,0,23,200.00000000001455,true,true
137000,true,30,4.334807690639981,6.918468500782787,6.784745986983113,17,266.66666666665697,2.2896426192056616,52.31789956981642,0.04143337066069429,0,23,200.00000000001455,true,true
138000,true,30,3.5230551636872303,6.918468500782787,6.784745986983113,17,266.66666666665697,2.2896426192056616,52.31789956981642,0.04143337066069429,0,21,366.66666666665697,true,true
139000,true,30,4.706815253547999,6.918468500782787,6.784745986983113,18,100,2.0570400752777696,32.48194586788888,0.0425531914893617,0,19,366.6666666666715,false,true
140000,true,30,4.213483932255359,6.918468500782787,6.784745986983113,17,100,2.0570400752777696,32.48194586788888,0.04143337066069429,0,19,366.66666666665697,true,true
141000,true,30,4.710814709656934,6.918468500782787,6.784745986983113,17,100,2.0570400752777696,32.48194586788888,0.04143337066069429,0,19,366.66666666665697,true,true
142000,true,30,5.632536866232758,6.918468500782787,6.784745986983113,17,100,2.0570400752777696,32.48194586788888,0.04143337066069429,0,20,300,true,true
143000,true,30,4.662774034269324,6.918468500782787,6.784745986983113,17,366.66666666665697,4.286481898779644,100.61121685419285,0.04479283314669653,0,22,266.66666666665697,false,true
144000,true,30,4.8608368254333545,6.918468500782787,6.784745986983113,17,366.66666666665697,4.286481898779644,100.61121685419285,0.04479283314669653,0,22,266.66666666665697,false,true
145000,true,30,5.153034725182649,6.918468500782787,6.784745986983113,17,366.66666666665697,4.286481898779644,100.61121685419285,0.04479283314669653,0,21,300,true,true
146000,true,30,6.6327109878934465,6.918468500782787,6.784745986983113,17,366.66666666665697,4.286481898779644,100.61121685419285,0.04479283314669653,0,22,299.9999999999709,false,true
147000,true,30,2.1034517477153667,6.918468500782787,6.784745986983113,17,366.66666666665697,4.286481898779644,100.61121685419285,0.04591265397536394,0,22,266.66666666665697,false,true
148000,true,30,5.844440351001824,6.918468500782787,6.784745986983113,18,166.66666666665697,5.0311142457357025,56.17293084438566,0.04703247480403135,0,22,266.66666666665697,false,true
149000,true,30,5.4912093933820305,6.918468500782787,6.784745986983113,18,166.66666666665697,5.0311142457357025,56.17293084438566,0.04703247480403135,0,25,233.33333333331393,false,true
150000,true,30,5.281545570577462,6.918468500782787,6.784745986983113,18,166.66666666665697,5.0311142457357025,56.17293084438566,0.04703247480403135,0,26,233.33333333331393,true,true
151000,true,30,2.339479493979098,6.918468500782787,6.784745986983113,17,166.66666666665697,5.0311142457357025,56.17293084438566,0.04759238521836506,0,25,233.33333333331393,true,true
152000,true,30,5.299038967046636,6.918468500782787,6.784745986983113,19,366.66666666668607,4.298309761708594,102.12246754625924,0.052071668533034715,0,24,166.66666666668607,true,true
153000,true,30,5.3682212924883945,6.918468500782787,6.784745986983113,19,366.66666666668607,4.298309761708594,102.12246754625924,0.052071668533034715,0,22,233.33333333331393,true,true
154000,true,30,2.868320059951833,6.918468500782787,6.784745986983113,19,366.66666666668607,4.298309761708594,102.12246754625924,0.05263157894736842,0,23,233.33333333331393,false,true
155000,true,30,5.270288823005307,6.918468500782787,6.784745986983113,20,133.33333333331393,3.0513740646605285,27.957308775770457,0.05263157894736842,0,24,233.33333333331393,true,true
156000,true,30,5.959333067584389,6.918468500782787,6.784745986983113,20,133.33333333331393,3.0513740646605285,27.957308775770457,0.05263157894736842,0,25,233.33333333331393,true,true
157000,true,30,1.6903643592967719,6.918468500782787,6.784745986983113,20,133.33333333331393,3.0513740646605285,27.957308775770457,0.055991041433370664,0,23,233.33333333331393,false,true
158000,true,30,3.941872590427171,6.918468500782787,6.784745986983113,21,500,4.769892757253321,131.5157222217684,0.06103023516237402,0,23,200,false,true
159000,true,30,5.591752253433446,6.918468500782787,6.784745986983113,20,500,4.769892757253321,131.5157222217684,0.059910414333706606,0,21,266.66666666665697,true,true
160000,true,30,2.105526534481066,6.918468500782787,6.784745986983113,20,500,4.769892757253321,131.5157222217684,0.06270996640537514,0,19,266.66666666668607,false,true
161000,true,30,5.890334386266623,6.918468500782787,6.784745986983113,21,299.9999999999709,4.45523902949123,110.3611129083925,0.06382978723404255,0,21,266.66666666665697,true,true
162000,true,30,5.905135325724634,6.918468500782787,6.784745986983113,20,299.9999999999709,4.45523902949123,110.3611129083925,0.06319910514541387,0,20,266.66666666665697,true,true
163000,true,30,5.8225804463920205,6.918468500782787,6.784745986983113,20,299.9999999999709,4.45523902949123,110.3611129083925,0.06274292059966685,0,24,200,true,true
